,song_title,artists,song_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration,time signature
122,High Anxiety,['The Suicide Machines'],spotify:track:4EhREuqwAgaoPc3O9Z73aF,0.676,0.945,9.0,-3.799,1.0,0.0359,0.0163,6.55e-05,0.147,0.968,102.822,121467.0,4.0
123,Halloween,['Misfits'],spotify:track:5h5reMGNpL19vdn5wMkbNn,0.381,0.938,0.0,-9.008,1.0,0.0757,0.0172,0.0,0.271,0.0954,108.735,112427.0,4.0
124,Idiots Are Taking Over,['NOFX'],spotify:track:7DtwSlXsEy9mrsxxQW9Mm8,0.346,0.96,9.0,-3.71,1.0,0.22,0.000106,3.91e-05,0.06,0.538,144.833,201493.0,4.0
125,Territorial Pissings,['Nirvana'],spotify:track:2piWbL2kwFYxcAEA3VD3F3,0.285,0.979,2.0,-4.428,1.0,0.175,0.000144,0.0,0.334,0.108,182.7,142947.0,4.0
126,5 Finger Discount,['Choking Victim'],spotify:track:0YgD7RN9I2ls8mpeUfGd3B,0.447,0.994,8.0,-1.63,1.0,0.198,0.311,0.606,0.549,0.234,109.059,152387.0,4.0
127,Josie,['blink-182'],spotify:track:6jAbHOQO1qr61CnJW0bq9f,0.435,0.979,11.0,-5.154,1.0,0.105,5.96e-05,0.000265,0.128,0.611,99.956,199827.0,4.0
128,All I Want,['The Offspring'],spotify:track:0ZcWf4Dxrt90eSpoCUszcP,0.206,0.977,6.0,-3.403,0.0,0.135,0.00878,0.0,0.657,0.582,173.134,113476.0,4.0
129,Blind,['Face To Face'],spotify:track:4xXZLFI8OJ5fwwmUmfNP3I,0.38,0.948,0.0,-4.354,1.0,0.0544,0.000723,1.13e-06,0.145,0.636,195.555,162827.0,4.0
130,You've Done Nothing,['Face To Face'],spotify:track:531t4BCKZCGCcOine3oGkc,0.49,0.978,9.0,-6.328,1.0,0.0452,0.00361,0.0103,0.261,0.492,120.069,119360.0,4.0
131,Drag Me Down,['Strung Out'],spotify:track:2YUUFRHDDoq5dvq9mffuYo,0.213,0.977,0.0,-2.686,1.0,0.162,0.00347,0.0,0.338,0.533,145.57,134520.0,4.0
132,Talking to Myself,['Strung Out'],spotify:track:6q2MJ2I7zQoh35H6zIHWKl,0.206,0.955,0.0,-3.387,1.0,0.17,0.00136,2.64e-06,0.43,0.68,153.986,103760.0,4.0
133,Firecracker,['Strung Out'],spotify:track:7cJvf5ZrfXDTcYHq1iXuRW,0.226,0.954,0.0,-6.431,1.0,0.123,1.83e-05,6.12e-05,0.0815,0.219,178.859,174600.0,4.0
134,Better Days,['Strung Out'],spotify:track:4KIfIaa0Ugup84PGCG8L3L,0.426,0.963,5.0,-5.355,0.0,0.0662,0.0028,0.0,0.164,0.546,111.399,146107.0,4.0
135,Solitaire,['Strung Out'],spotify:track:5srklmlDangVuD4O9hMbCD,0.353,0.976,7.0,-5.544,1.0,0.0546,0.000332,0.00227,0.175,0.438,115.657,176587.0,4.0
136,Never Good Enough,['Strung Out'],spotify:track:10DXwHRhjvOcclxJlWM7RG,0.211,0.961,11.0,-6.104,0.0,0.119,0.000225,2.71e-06,0.122,0.286,176.874,137413.0,4.0
137,Coming Clean,['Green Day'],spotify:track:435j8ueVosOip0Vjm3vvj5,0.338,0.992,10.0,-4.907,1.0,0.073,0.000138,0.000228,0.214,0.681,171.552,94893.0,4.0
138,Sinking,['Rehasher'],spotify:track:3Y1CVXaKyh9Eprw2uYxtW9,0.28,0.988,0.0,-2.485,1.0,0.132,0.00126,0.000952,0.41,0.391,111.68,139947.0,4.0
139,Punk Rock Girl,['The Dead Milkmen'],spotify:track:1l04CzFskMiq7c30lZvr7i,0.557,0.699,2.0,-11.625,0.0,0.0453,0.00793,0.0,0.536,0.887,129.492,158333.0,4.0
140,Violins,['Lagwagon'],spotify:track:2MIffMNLanOcWNLVwbeUYE,0.45,0.948,0.0,-3.965,1.0,0.0607,0.000893,0.0,0.135,0.744,122.896,187587.0,4.0
141,Try Hard,['Dollar Signs'],spotify:track:3oeg3ACPhLA5E91CsJ0OAm,0.339,0.96,4.0,-5.913,1.0,0.0871,5.23e-05,2.32e-06,0.202,0.593,135.727,148450.0,4.0
142,Party Time!,['Dollar Signs'],spotify:track:1iu5QO4WEUmAVZmh250Da6,0.404,0.669,9.0,-6.972,1.0,0.0288,6.36e-06,0.126,0.116,0.679,96.692,248250.0,4.0
143,Leave the Light On,['Lagwagon'],spotify:track:6k9ExScnK1LxZqapo11ad6,0.23,0.883,11.0,-4.958,0.0,0.239,0.0127,0.0,0.628,0.434,191.756,115333.0,1.0
144,Not The Same,['Bodyjar'],spotify:track:2dap4hYk1G7f7mxCpeRkDD,0.491,0.97,9.0,-4.982,1.0,0.119,0.000181,8.73e-05,0.176,0.344,111.259,190653.0,4.0
145,I Don't Give a Fuck,['Screeching Weasel'],spotify:track:08obHDoX4XSz1mabsMxOlr,0.542,0.982,2.0,-4.533,1.0,0.0512,0.000439,0.0,0.249,0.862,131.217,52747.0,4.0
146,Welcome To Florida,['No Harm Done'],spotify:track:7FXlqaLXJlmoF5Z6YvUIYi,0.421,0.966,1.0,-2.37,0.0,0.145,0.000315,0.0,0.0985,0.843,112.156,71200.0,4.0
147,Skate Or Die,['Teenage Bottlerocket'],spotify:track:3Y4TEzFyCrzzXs499M7t5g,0.487,0.978,4.0,-3.243,0.0,0.0721,8.43e-05,0.0,0.0423,0.882,102.522,110800.0,4.0
148,Last Rites to Sleepless Nights,['Less Than Jake'],spotify:track:7BInYYML0kqEY89z54s4S1,0.188,0.94,6.0,-2.974,1.0,0.117,0.0481,0.0,0.103,0.809,200.854,138653.0,4.0
149,Sobriety Is a Serious Business and Business Isn't so Good,['Less Than Jake'],spotify:track:2ETjY6VVPgwgfLthknOFcp,0.305,0.905,2.0,-3.844,1.0,0.0933,0.000101,0.0,0.0555,0.584,146.71,47293.0,4.0
150,L.A. X,['Big D and the Kids Table'],spotify:track:1PMGtYD9e4VnCBnKH7HIeq,0.282,0.959,0.0,-1.667,1.0,0.216,0.000947,0.0,0.804,0.505,200.203,305867.0,4.0
151,S.O.S.,['The Suicide Machines'],spotify:track:67vWeqtlx1NcGqEeFQ1E3t,0.395,0.986,9.0,-3.493,0.0,0.0586,0.000782,0.000388,0.478,0.67,99.57,145493.0,4.0
152,"Lock, Step & Gone",['Rancid'],spotify:track:1jeGxeP4Z40YJCJQmGlVLu,0.453,0.976,8.0,-5.254,0.0,0.0671,0.0254,6.25e-06,0.326,0.522,159.911,145400.0,4.0
153,Money,['Choking Victim'],spotify:track:0XGDD169yQ6977bLcJ2uaX,0.498,0.917,11.0,-4.079,1.0,0.358,0.0266,0.000473,0.167,0.348,117.19,212889.0,4.0
154,Angry Days,['Lagwagon'],spotify:track:3poJK8WjlDuvJCfkT8cPwb,0.37,0.936,11.0,-4.44,1.0,0.049,7.83e-05,2.93e-06,0.427,0.53,93.764,193600.0,4.0
155,Closer,['Pennywise'],spotify:track:1vA0i61ZKc35mLaVwkc127,0.431,0.948,0.0,-5.136,1.0,0.0764,0.000104,0.0,0.372,0.657,92.059,195747.0,4.0
156,On The Run,['Cerebral Ballzy'],spotify:track:5Vt3FpTlNnMz1jCic8SGx9,0.308,0.983,4.0,-4.792,0.0,0.11,0.0135,0.000256,0.317,0.704,101.4,122867.0,4.0
157,Don't Tell Me What To Do,['Cerebral Ballzy'],spotify:track:45UIjv7cjhqAi2YDSnsGpD,0.356,0.994,7.0,-4.777,1.0,0.335,0.000174,0.0,0.193,0.0536,104.226,60907.0,4.0
158,Insufficient Fare,['Cerebral Ballzy'],spotify:track:3sFK4GbDZ3Ah85I1QwZmnN,0.311,0.974,7.0,-4.693,1.0,0.111,2.74e-05,0.000169,0.0814,0.187,89.482,114133.0,4.0
159,Junky For Her,['Cerebral Ballzy'],spotify:track:1yNLWdywBBPQ6mzRbGTZtw,0.378,0.999,6.0,-3.86,0.0,0.233,0.000218,0.000455,0.244,0.117,97.476,118560.0,4.0
160,Cutting Class,['Cerebral Ballzy'],spotify:track:3Va1AZF4WOevfDfDWZboFt,0.37,0.975,6.0,-4.033,1.0,0.128,0.00031,0.000563,0.0931,0.537,96.405,158587.0,4.0
161,Go Down in History,['Four Year Strong'],spotify:track:5RYHMMYEtjTkQlAMXcvRxY,0.527,0.994,5.0,-2.85,1.0,0.156,0.000203,0.0,0.1,0.298,119.999,211200.0,4.0
162,She's My Ex,['All'],spotify:track:7p6ukraUnzc3xlVEAWiy9d,0.382,0.617,9.0,-12.358,1.0,0.0491,1.52e-05,6e-06,0.384,0.616,164.963,197707.0,4.0
163,Date With Destiny,['Pennywise'],spotify:track:6QD6XXDt3wy1GcSMaIOH2h,0.358,0.971,0.0,-3.803,1.0,0.117,0.000314,2e-06,0.326,0.705,90.53,175853.0,4.0
164,Get A Life,['Pennywise'],spotify:track:6AMWPFQfi4MfVkaBOiu3vN,0.346,0.994,4.0,-4.011,0.0,0.161,0.000493,3.26e-05,0.358,0.65,89.167,176213.0,4.0
165,Society,['Pennywise'],spotify:track:1Syl1VDsZ2z1raR131fMCA,0.448,0.971,4.0,-5.0,0.0,0.0551,0.00168,3.22e-05,0.0752,0.677,87.947,204787.0,4.0
166,5 Years,['Allister'],spotify:track:082Ik43o9qFblFIbGbB10Y,0.351,0.952,11.0,-3.236,1.0,0.114,3.89e-05,0.00442,0.0938,0.592,183.1,225720.0,4.0
167,I'm Your Density,['Margate'],spotify:track:3VxYOBxiqHkM5wVHf4SQSZ,0.493,0.88,0.0,-5.478,1.0,0.058,0.0099,0.0,0.156,0.513,93.232,37411.0,3.0
168,Want,['Lagwagon'],spotify:track:3NvpTeSGz8NLbG68NqUoyp,0.396,0.944,2.0,-4.656,1.0,0.0662,0.000615,0.0,0.152,0.52,102.958,200187.0,4.0
169,American Werewolf in Calgary,['The Browns'],spotify:track:4v4M5vvvrICS6GS9HWXtx4,0.45,0.947,7.0,-10.604,1.0,0.0539,0.00141,2.51e-05,0.0636,0.296,102.094,138813.0,4.0
170,World's On Heroin,['All'],spotify:track:6RGDef9687S2stRSoMbpTv,0.454,0.978,11.0,-6.812,0.0,0.105,0.0149,0.0,0.3,0.261,105.533,119427.0,4.0
171,Honey Peeps,['All'],spotify:track:2amkX5k5e8CdMa3y35beBl,0.533,0.957,11.0,-6.361,1.0,0.135,0.0282,0.00567,0.405,0.767,124.229,126693.0,4.0
172,Wild in the Streets,['Circle Jerks'],spotify:track:4BZLAm5rqqChHZlBlHuSMV,0.459,0.966,4.0,-8.814,1.0,0.0302,0.0061,0.0,0.146,0.38,103.421,155693.0,4.0
173,Live Fast Die Young,['Circle Jerks'],spotify:track:12OdPauMcbJ6d0VcKjeCgM,0.507,0.883,4.0,-9.389,0.0,0.0357,0.095,0.000129,0.0673,0.805,108.275,93600.0,4.0
174,In Your Eyes,['Circle Jerks'],spotify:track:2cFGQmiCtQL1WQI5IcSyHg,0.412,0.976,9.0,-8.542,1.0,0.111,0.029,0.0,0.294,0.525,87.57,40933.0,4.0
175,Depression,['Black Flag'],spotify:track:1qxkzHlZBXFv5HfyYqJ8cy,0.147,0.958,1.0,-13.427,1.0,0.107,0.0957,0.972,0.893,0.0368,137.829,148867.0,4.0
176,My War,['Black Flag'],spotify:track:4rrbptVnZifk4wC5mvNDPm,0.215,0.503,1.0,-16.318,0.0,0.0463,0.65,0.0283,0.098,0.35,186.866,226333.0,1.0
177,Sonic Reducer,['Dead Boys'],spotify:track:678Fh7cIfN1sLqxsj5sc2G,0.403,0.891,1.0,-8.907,0.0,0.139,0.00525,0.00379,0.0519,0.427,88.936,189333.0,4.0
178,A.D.D.,['Ten Foot Pole'],spotify:track:1ByU5A9emkvlkxDH9E4bLP,0.415,0.914,10.0,-6.772,0.0,0.0556,0.000114,0.0231,0.0632,0.662,96.395,182560.0,4.0
179,New Girl,['The Suicide Machines'],spotify:track:7bFNtX22XJMy5TuEpQfa3C,0.466,0.96,0.0,-3.888,1.0,0.0543,0.000481,0.0,0.37,0.907,104.753,123000.0,4.0
180,Rebel Girl,['Bikini Kill'],spotify:track:0gXpfKuJEVqQcn8rjraBWr,0.49,0.95,8.0,-3.479,0.0,0.116,0.207,0.0393,0.057,0.504,134.943,157333.0,4.0
181,5 to 9,['FIDLAR'],spotify:track:0F80e8Z0SrMb1T5th2Yzt7,0.492,0.958,9.0,-2.782,1.0,0.0928,0.00213,0.0,0.274,0.295,115.528,70267.0,4.0
182,Hopeless Romantic,['The Bouncing Souls'],spotify:track:0fDYd1mjKJBhIxPvjGoGyd,0.298,0.976,4.0,-5.968,1.0,0.106,0.000147,6.89e-06,0.106,0.13,105.067,132493.0,4.0
183,Sad Boi 2 Bad Boi,"[""Ben Katzman's DeGreaser""]",spotify:track:6EHaUtsCB9lRvl8LHcSaef,0.189,0.997,4.0,-2.125,1.0,0.0988,0.0015,0.0,0.329,0.113,195.293,113671.0,4.0
184,Murder The Government,['NOFX'],spotify:track:206dccqnCtUSlHpDE2t216,0.328,0.933,11.0,-4.463,1.0,0.175,0.00371,0.0,0.0803,0.213,137.523,45960.0,3.0
185,Better Off Dead,['Bad Religion'],spotify:track:2Ink0dpPRMAln2gIsDJp0j,0.406,0.994,11.0,-7.878,1.0,0.069,0.00278,1.44e-05,0.429,0.343,151.005,158907.0,4.0
186,Summer Of 69,['MxPx'],spotify:track:3UhUbFM9yb1VFa50Jo8ETq,0.383,0.97,0.0,-4.625,1.0,0.107,0.00298,0.0,0.105,0.456,100.457,141160.0,4.0
187,Manthem,['The Bouncing Souls'],spotify:track:5pSjxUAwOol5e0TWp1ecHC,0.523,0.986,2.0,-2.865,1.0,0.0632,9.44e-05,0.000214,0.0772,0.725,94.348,188973.0,4.0
188,The Gold Song,['The Bouncing Souls'],spotify:track:3hk1pufN9SfVllWZJ2JEMe,0.595,0.99,7.0,-2.89,1.0,0.0668,0.00213,0.0,0.0406,0.555,111.935,196467.0,4.0
189,Mr. Chevy Celebrity,['Less Than Jake'],spotify:track:0JkwoeKxelygrmEjSCaD3W,0.479,0.982,1.0,-3.716,1.0,0.126,0.0174,0.0,0.356,0.807,123.655,102307.0,4.0
190,True Believers,['The Bouncing Souls'],spotify:track:4fRmFVMd0c1SGfzazBJIM8,0.383,0.981,0.0,-4.32,1.0,0.0926,0.000296,3.76e-05,0.202,0.479,98.133,150293.0,4.0
191,Fight To Live,['The Bouncing Souls'],spotify:track:2nU4VND7sfHwzweYzCSMoI,0.314,0.959,4.0,-5.585,1.0,0.114,0.00118,5.92e-06,0.144,0.709,165.711,177973.0,4.0
192,Enthused,['blink-182'],spotify:track:6slwIWGDvqTUnRZinRxij9,0.143,0.992,2.0,-6.088,1.0,0.188,1.02e-05,0.00671,0.224,0.42,200.614,168267.0,4.0
193,Minimum Wage,['Fenix TX'],spotify:track:7dPlELIY3RHkVOo0X3hh96,0.445,0.944,4.0,-2.759,1.0,0.0721,0.00229,0.0,0.39,0.75,108.043,122307.0,4.0
194,The Day That the Earth Stalled,['Bad Religion'],spotify:track:02SeGCqAgQktcCOnFNaq7p,0.446,0.932,9.0,-2.914,0.0,0.0729,0.00111,1.74e-05,0.326,0.458,91.023,86600.0,4.0
195,"All Hype, No Heart",['Neck Deep'],spotify:track:1IyY8e1wNDa2hCpIkZZT7g,0.533,0.999,8.0,-1.539,1.0,0.173,0.0138,0.852,0.237,0.168,105.14,42048.0,4.0
196,I Couldn't Wait To Leave 6 Months Ago,['Neck Deep'],spotify:track:0mtU26SakqURCl3SgvfoCp,0.219,0.987,9.0,-3.183,0.0,0.235,3.32e-05,0.891,0.116,0.476,184.69,145000.0,4.0
197,Love Story,['Lagwagon'],spotify:track:4GXbQcpik3icbR4b6iIAQU,0.248,0.961,0.0,-4.363,1.0,0.074,0.0079,0.0,0.0979,0.521,91.89,139547.0,4.0
198,I Gotta Pee,['NOFX'],spotify:track:1T2LrvpmZ8q9e9LaHFQICn,0.437,0.964,8.0,-4.541,1.0,0.067,0.00295,0.00665,0.341,0.964,147.02,32133.0,4.0
199,Bob,['NOFX'],spotify:track:5XhMeCYrRhQjL4sUoOmUCE,0.571,0.854,0.0,-6.191,1.0,0.0694,0.0227,0.0,0.446,0.767,90.396,122160.0,4.0
200,Hobophobic (Scared of Bums),['NOFX'],spotify:track:0t4H9RKqVSyD5OmX1V7GcH,0.387,0.967,11.0,-6.747,1.0,0.0992,8.2e-05,0.000347,0.0741,0.396,104.131,48933.0,4.0
201,Herojuana,['NOFX'],spotify:track:2gNFhBpctHcbuWwv3YvD6z,0.405,0.892,0.0,-5.903,1.0,0.0517,7.42e-05,0.00127,0.086,0.279,99.701,166267.0,4.0
202,My Orphan Year,['NOFX'],spotify:track:44gNY7tGzYDuKG61MpzRNw,0.41,0.978,9.0,-4.681,1.0,0.0521,0.000624,0.00121,0.146,0.124,101.546,179413.0,4.0
203,I'm Not A Punk,['Descendents'],spotify:track:2Fbk0p3AhZwRv9DwMifFBm,0.278,0.952,0.0,-8.778,0.0,0.0479,3.21e-05,0.0,0.391,0.624,141.669,64200.0,4.0
204,American Jesus,['Bad Religion'],spotify:track:1sBxH9ZMMQ1dYlW3Ol18ae,0.388,0.948,9.0,-9.913,0.0,0.037,0.00782,0.0,0.331,0.68,181.648,197253.0,4.0
205,We're Only Gonna Die,['Bad Religion'],spotify:track:4c066sJzrKuIceqJ0k9ulg,0.171,0.955,2.0,-3.627,1.0,0.143,0.0016,0.0,0.353,0.373,160.284,132867.0,4.0
206,Apple Shampoo,['blink-182'],spotify:track:5arE0i12UB4WuGraBVcuXE,0.277,0.849,0.0,-6.087,1.0,0.0988,0.000684,0.0,0.303,0.63,100.22,172133.0,4.0
207,Carousel,['blink-182'],spotify:track:3gVXAW2pduBl7tzjAGUVRb,0.261,0.822,2.0,-8.288,1.0,0.0358,0.000124,0.000344,0.0919,0.32,103.213,194960.0,4.0
208,Touchdown Boy,['blink-182'],spotify:track:69j2ACMaaP8U1dZEHcHUux,0.361,0.93,9.0,-9.225,1.0,0.0475,2.37e-05,0.000364,0.0944,0.599,106.661,190507.0,4.0
209,Hybrid Moments,['Misfits'],spotify:track:3gN4UFoOnRHlMl3K4kU5zG,0.161,0.836,2.0,-9.324,1.0,0.0519,0.224,0.0802,0.0926,0.487,193.782,102267.0,4.0
210,When I Come Around,['Green Day'],spotify:track:1Dr1fXbc2IxaK1Mu8P8Khz,0.531,0.909,11.0,-4.236,1.0,0.034,0.0175,0.0,0.231,0.814,97.546,178000.0,4.0
211,Gang Control,['Leftöver Crack'],spotify:track:2Wq7Qx5RARpdZ7Kxp5LUSc,0.412,0.949,1.0,-4.974,0.0,0.11,0.00389,3.26e-05,0.17,0.513,106.992,162046.0,4.0
212,Gay Rude Boys Unite,['Leftöver Crack'],spotify:track:402Dp8hupLE25aIgcuSwn6,0.566,0.941,1.0,-6.181,0.0,0.276,0.0475,0.0425,0.386,0.792,88.374,159133.0,4.0
213,Best for You,['Bad Religion'],spotify:track:2eCyL37VN1BDHAtRyx4JZz,0.157,0.985,2.0,-3.031,0.0,0.0696,0.00215,0.0,0.123,0.528,193.817,115964.0,4.0
214,When?,['Bad Religion'],spotify:track:1qQBy1LEuuME8KnnvS9rbK,0.424,0.976,10.0,-3.204,1.0,0.0403,0.00289,0.0,0.168,0.95,142.806,99925.0,4.0
215,No Regrets,['Authority Zero'],spotify:track:6B4GW3iY8jAOUZS9RDg5AX,0.442,0.982,11.0,-5.213,0.0,0.0623,0.000318,0.0,0.179,0.551,131.7,147827.0,4.0
216,Come Out and Play,['The Offspring'],spotify:track:5G0vAvojJAb8np3INdsISs,0.514,0.884,7.0,-3.765,1.0,0.151,0.0943,1.52e-06,0.0654,0.898,158.262,197800.0,4.0
217,Lift!,['Rehasher'],spotify:track:7E59Kq2n43CnSovTiMe7IN,0.38,0.984,9.0,-2.767,1.0,0.0863,0.00344,1.85e-05,0.202,0.456,111.468,140467.0,4.0
218,In Hell,['Choking Victim'],spotify:track:57KbqXf7yBzraKS6AzS5Av,0.308,0.999,11.0,-2.313,1.0,0.282,0.164,0.00318,0.0878,0.0331,98.381,125213.0,4.0
219,War Story,['Choking Victim'],spotify:track:3PFY7RXvfsv673IFMvo25h,0.254,0.999,8.0,-2.276,1.0,0.257,0.0438,0.106,0.126,0.0887,104.65,173133.0,4.0
220,In the Pit,['Teenage Bottlerocket'],spotify:track:6WlAH3m47pV21gDnazZlYU,0.315,0.99,2.0,-3.427,1.0,0.0722,4.79e-06,0.0366,0.0469,0.684,199.041,119507.0,4.0
221,Break The Glass,['The Suicide Machines'],spotify:track:4jH8dxtKxBP9YZcLFGkw09,0.317,0.989,4.0,-3.92,1.0,0.105,0.000146,2.3e-05,0.2,0.605,106.919,188640.0,4.0
222,California Über Alles,['Dead Kennedys'],spotify:track:5WhHdNu7A0fm30e9VmaA8U,0.345,0.925,8.0,-3.715,1.0,0.132,0.561,0.00106,0.0396,0.595,102.242,183733.0,4.0
223,Stealing People's Mail,['Dead Kennedys'],spotify:track:5bxJOyHguMbv3yb9ahyLcG,0.379,0.987,0.0,-3.018,1.0,0.16,0.308,0.00726,0.323,0.691,135.917,94800.0,4.0
224,Your Emotions,['Dead Kennedys'],spotify:track:6Hqtp4jSJwUe5YK3WTgp3p,0.384,0.99,4.0,-2.764,1.0,0.169,0.248,0.399,0.405,0.431,130.732,80400.0,4.0
225,Just Like Heaven,['Goldfinger'],spotify:track:7kNRVuaF6QmLGuhjhQhbgd,0.414,0.926,9.0,-6.394,1.0,0.0503,1.64e-05,0.0,0.279,0.58,104.049,116027.0,4.0
226,Alive and Well,['Rise Against'],spotify:track:4jjqJnI5zzXvSya3NspKBg,0.49,0.993,5.0,-3.683,0.0,0.194,0.000122,0.685,0.352,0.388,106.788,126400.0,3.0
227,Leaders and Followers,['Bad Religion'],spotify:track:5VajXubqzPCS5KvRBBZBka,0.327,0.994,8.0,-7.214,1.0,0.0805,0.00162,6.91e-05,0.39,0.462,142.415,159467.0,4.0
228,Hot Topic Is Not Punk Rock (feat. the Matches),"['MC Lars', 'The Matches']",spotify:track:6WUR3BwqHCvjw9A4oLKgaB,0.552,0.892,11.0,-5.261,0.0,0.0799,0.00568,0.000188,0.368,0.827,89.886,135920.0,4.0
229,Fuck You,['Bad Religion'],spotify:track:0Yk3FzkNpuZUYY59j9p6eN,0.563,0.952,4.0,-3.64,1.0,0.0962,0.00146,2.16e-06,0.348,0.744,124.455,133987.0,4.0
230,No Control,['Bad Religion'],spotify:track:0gbrepTKKXEYFQJ6tNCbid,0.459,0.966,11.0,-3.678,0.0,0.0924,0.0207,0.0,0.215,0.729,147.624,106693.0,4.0
231,Collision Course,['Rancid'],spotify:track:7CFhxrWbAoqP5tsVDxYMFf,0.428,0.948,0.0,-2.898,1.0,0.0635,0.0191,0.0,0.305,0.784,167.01,117427.0,4.0
232,Honor Is All We Know,['Rancid'],spotify:track:5by6Zu7h7VZOAzLBEP7rv2,0.541,0.978,9.0,-3.636,1.0,0.0471,0.000171,0.00014,0.13,0.737,107.457,131960.0,4.0
233,Penguins & Polarbears,['Millencolin'],spotify:track:3jRsoe4Vkxa4BMYqGHX8L0,0.368,0.977,11.0,-2.757,0.0,0.127,0.0039,0.0,0.35,0.548,165.889,173360.0,4.0
234,Duck Pond,['Millencolin'],spotify:track:0a2k7X1UBRY9rotYQJg0mi,0.33,0.954,11.0,-2.904,0.0,0.172,0.00125,0.0,0.343,0.8,183.439,170067.0,4.0
235,Devil Me,['Millencolin'],spotify:track:5uM1JSanEe5PcQylkKXn6k,0.453,0.949,7.0,-2.984,1.0,0.0679,0.0018,0.0,0.132,0.816,92.379,160707.0,4.0
236,Highway Donkey,['Millencolin'],spotify:track:5dQRYJYKpQO3ZF4CTO6AQJ,0.4,0.984,11.0,-2.551,0.0,0.0887,0.000744,0.0,0.334,0.57,134.89,148933.0,4.0
237,Fox,['Millencolin'],spotify:track:21eOk9YSfReHLXFvxPURtk,0.345,0.973,2.0,-2.394,1.0,0.0718,0.00234,0.0,0.057,0.81,167.021,122773.0,4.0
238,Bring Me Home,['Millencolin'],spotify:track:3LZEfNShP0RjbHyd9vXQ2m,0.388,0.982,2.0,-3.212,1.0,0.0744,0.000707,0.0,0.34,0.717,190.091,147493.0,4.0
239,Superman,['Goldfinger'],spotify:track:6cL7NCFSvqWrBH5r4mkvVV,0.436,0.935,2.0,-3.946,1.0,0.0538,0.000129,0.000141,0.0821,0.901,194.902,185600.0,4.0
240,Bullion,['Millencolin'],spotify:track:3gooDJFGBLgQO9OOmYeB7s,0.262,0.972,2.0,-7.509,1.0,0.185,0.000138,0.000893,0.0605,0.236,151.652,120867.0,4.0
241,Hey Allison!,['Jeff Rosenstock'],spotify:track:4LniWCBqbVm0H0dWHsKhDq,0.368,0.965,9.0,-4.25,1.0,0.0764,6.49e-06,0.00741,0.698,0.415,114.507,111705.0,4.0
242,Get Old Forever,['Jeff Rosenstock'],spotify:track:786YWhtcFac9v8tb6ucZAc,0.42,0.905,4.0,-5.644,1.0,0.0777,0.000509,8.35e-05,0.604,0.269,96.44,199854.0,4.0
243,Lonely as America,['Cerebral Ballzy'],spotify:track:66KAcbfThAHpppwVkO0vep,0.184,0.866,11.0,-4.586,1.0,0.0521,5.03e-06,0.0111,0.175,0.275,89.354,190777.0,4.0
244,Better in Leather,['Cerebral Ballzy'],spotify:track:62pCmMOTvxI1NWnlFfygsN,0.399,0.956,9.0,-3.651,1.0,0.0565,3.98e-06,0.0343,0.0589,0.602,96.994,114494.0,4.0
245,Bloodstains,['Agent Orange'],spotify:track:61jBnQ7Uy70lJf69ZAwaas,0.521,0.938,10.0,-6.826,0.0,0.151,0.000532,2.06e-05,0.0811,0.474,105.443,126990.0,4.0
246,Everything Turns Grey,['Agent Orange'],spotify:track:3RpVTCaMUVQZ6NfG1dGNbk,0.413,0.92,1.0,-7.004,1.0,0.12,0.000367,0.0,0.3,0.845,103.315,105744.0,4.0
247,I Fought The Law,['Dead Kennedys'],spotify:track:2LWJJNFtrg6PytOdAGrxQB,0.258,0.856,7.0,-10.059,1.0,0.0678,0.00139,2.56e-05,0.377,0.379,180.49,141067.0,4.0
248,I Don't Wanna Be Alone Tonight,['Masked Intruder'],spotify:track:4dleg31Q4yCr3tmFPeQiFp,0.086,0.859,9.0,-4.781,1.0,0.0861,0.000194,0.00882,0.141,0.347,200.767,102920.0,4.0
249,I Fought the Law,['Masked Intruder'],spotify:track:0GFlj8tSc4TMReREuqXkqO,0.425,0.945,0.0,-4.866,1.0,0.0764,0.00161,0.000157,0.23,0.796,199.822,151947.0,4.0
250,Annie‘S Grave,['Electric Frankenstein'],spotify:track:0xp8VSU4jANGp8FIVDRlWc,0.226,0.992,2.0,-3.344,1.0,0.118,0.000973,0.0,0.474,0.116,120.551,123693.0,4.0
251,I Want It All,['Flamethrower'],spotify:track:5jceIyZesmcmxO3JsQNjtQ,0.332,0.99,10.0,-3.321,0.0,0.144,0.000314,0.0324,0.326,0.114,97.147,96093.0,4.0
252,Crush 'Em,['GBH'],spotify:track:15ZyRDq7eSWD45b9ML5LsD,0.372,0.967,7.0,-4.612,1.0,0.0694,0.00349,0.00238,0.202,0.398,116.155,178813.0,4.0
253,Remedy,['Hot Water Music'],spotify:track:0t3VbKa2S53gtMb3hFT37h,0.294,0.972,11.0,-5.108,1.0,0.0947,0.0191,0.058,0.597,0.373,176.924,158440.0,4.0
254,Instinct,['Strike Anywhere'],spotify:track:26aly2CZNQfz3XUIRMzmOS,0.358,0.955,2.0,-3.878,1.0,0.0775,0.00361,2.72e-06,0.18,0.651,97.653,162413.0,4.0
255,Bro Hymn,['Pennywise'],spotify:track:4ksd5zvWtM0CHCyK1brHWL,0.408,0.82,0.0,-5.116,1.0,0.0423,0.0118,6.58e-06,0.689,0.382,98.288,180893.0,4.0
