,song_title,artists,song_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration,time signature
7940,Conflicts,['Lead Hands'],spotify:track:5mbX6y1MyhR7Aedo37uyn0,0.258,0.986,3.0,-3.206,1.0,0.125,0.00561,0.763,0.0528,0.0923,121.973,239174.0,4.0
7941,"Edward Benz, 27 Times",['La Dispute'],spotify:track:4xuFuXOYmvRkbrBxLD0YwG,0.421,0.998,8.0,-2.425,1.0,0.087,0.00188,0.827,0.359,0.0516,102.986,172735.0,4.0
7942,King Park,['La Dispute'],spotify:track:7MeUFHaHTgcLqz56vSyvIh,0.324,0.972,5.0,-2.916,1.0,0.204,0.00255,0.316,0.166,0.152,120.802,185101.0,4.0
7943,Safer in the Forest/Love Song for Poor Michigan,['La Dispute'],spotify:track:1oPQclFO89FUxiOz6D5UbS,0.241,0.993,8.0,-2.849,1.0,0.184,0.000722,0.128,0.233,0.14,146.007,182964.0,4.0
7944,Such Small Hands,['La Dispute'],spotify:track:56a69IayeowF3rfnxdLkS8,0.291,0.993,5.0,-3.063,1.0,0.142,0.000701,0.022,0.549,0.0918,119.15,149339.0,4.0
7945,Hope,['Kingdom Of Giants'],spotify:track:1Fflor4p4KRNYstvaFGR7V,0.297,0.668,9.0,-6.279,0.0,0.0336,2.69e-05,0.817,0.183,0.0577,104.01,354880.0,3.0
7946,Lion's Mouth,['Kingdom Of Giants'],spotify:track:2TjrXUnR3EnHX6iZGk6DrS,0.372,0.943,11.0,-3.184,1.0,0.048,9.1e-05,0.0,0.299,0.597,105.201,245293.0,4.0
7947,Virtue,['Kingdom Of Giants'],spotify:track:2erOD4opd8CepFSWJzGUtY,0.369,0.943,10.0,-3.676,0.0,0.0499,9.27e-05,0.0,0.189,0.29,164.087,193640.0,4.0
7948,The Silence Mill,['Kingdom Of Giants'],spotify:track:6eUvVVBI7akPiNYb1DyjT5,0.472,0.901,9.0,-4.478,1.0,0.0616,0.00288,1.22e-06,0.103,0.0914,131.91,233453.0,4.0
7949,Sky Burial,['Kingdom Of Giants'],spotify:track:7dn7u0XsmR7Hhkh05TYHzg,0.516,0.863,3.0,-3.959,0.0,0.0429,0.00035,0.0,0.265,0.441,136.07,211827.0,4.0
7950,Who I Once Was,['Kingdom Of Giants'],spotify:track:4uFqacokT9SUwO70KACgeC,0.305,0.986,0.0,-2.998,1.0,0.204,0.000253,0.0,0.235,0.0602,122.156,188724.0,4.0
7951,Watch Me,['Kingdom Of Giants'],spotify:track:5ae7DTFNi6aWWJSCNuxzcr,0.481,0.567,0.0,-12.518,1.0,0.0546,0.295,0.0,0.0974,0.371,126.974,302455.0,4.0
7952,Motif,['Kingdom Of Giants'],spotify:track:68sPlyNi1pVdp3XlAiEJEW,0.557,0.947,0.0,-7.751,1.0,0.0601,0.00139,5.79e-06,0.0932,0.239,140.017,259507.0,4.0
7953,Embedded,['Job For A Cowboy'],spotify:track:3I2aVwUArdqFubVkpnpph2,0.574,0.937,6.0,-7.92,0.0,0.0615,0.000151,0.0146,0.281,0.339,130.022,265956.0,4.0
7954,Entombment of a Machine,['Job For A Cowboy'],spotify:track:2U5maLAuS2ZoJzELaXzNqY,0.389,0.951,2.0,-8.178,0.0,0.143,0.000562,0.0,0.508,0.116,174.069,247382.0,4.0
7955,One Foot In the Grave,"[""Jamie's Elsewhere""]",spotify:track:0ow8ltKRf4jo6c3kA2gEgL,0.396,0.993,6.0,-3.376,1.0,0.181,0.00196,3.26e-06,0.0682,0.228,185.202,173267.0,4.0
7956,Giants Among Common Men,"[""Jamie's Elsewhere""]",spotify:track:7yvaBWOBY20Wg5RUlaxrX2,0.537,0.958,1.0,-6.388,1.0,0.111,0.00068,0.73,0.202,0.135,103.998,219170.0,4.0
7957,They Said a Storm Was Coming,"[""Jamie's Elsewhere""]",spotify:track:6ZGS1YFAI3qjs59mpgwDcm,0.498,0.812,7.0,-5.937,0.0,0.0816,0.0118,2.36e-06,0.104,0.614,163.929,234427.0,4.0
7958,Voltage,['Kingdom Of Giants'],spotify:track:2doEyG20w0FBsUZpandAuE,0.412,0.833,2.0,-5.61,0.0,0.0536,0.000489,0.00199,0.107,0.127,167.88,250160.0,4.0
7959,The Worst of Them,['Issues'],spotify:track:4UtgsrQoIwhelshH13QKcq,0.541,0.803,9.0,-5.324,0.0,0.0327,0.00861,7.14e-06,0.298,0.192,102.005,242867.0,4.0
7960,Princeton Ave,['Issues'],spotify:track:0LYw12STayVABxN2h7jlAb,0.362,0.866,2.0,-4.768,0.0,0.0388,5.91e-05,2.82e-06,0.147,0.387,175.695,222520.0,4.0
7961,King Of Amarillo,['Issues'],spotify:track:5sigc0JoS8035b4dsnKDZz,0.641,0.9,7.0,-5.222,1.0,0.0692,0.00011,0.138,0.328,0.393,107.979,175827.0,4.0
7962,Personality Cult,['Issues'],spotify:track:7rAHrdEYpynRhmX8JsQeDC,0.515,0.861,7.0,-5.865,1.0,0.0358,0.000195,0.000303,0.104,0.236,112.038,233894.0,4.0
7963,New Wave,['Islander'],spotify:track:4dQ74j8dLLmYTORzqgX3CL,0.328,0.899,4.0,-6.641,1.0,0.103,0.00108,0.0386,0.194,0.115,101.147,290140.0,4.0
7964,Coconut Dracula,['Islander'],spotify:track:1bWVnzVrEbEdsWvjxYmtHd,0.236,0.923,1.0,-6.638,1.0,0.0942,0.0255,9.96e-06,0.101,0.4,169.265,304387.0,4.0
7965,The High Life,['In Fear And Faith'],spotify:track:36bUuNP3aMzdmSCZ4yfxkQ,0.254,0.838,9.0,-11.59,1.0,0.23,0.106,7.73e-05,0.0799,0.445,174.518,240213.0,4.0
7966,The Fastest Way to a Girl's Heart Is Through Her Ribcage,['Ice Nine Kills'],spotify:track:6KxX5ae7NXKLYE3HL8Mmxe,0.307,0.97,5.0,-4.283,1.0,0.155,0.000376,1.17e-06,0.836,0.435,94.222,76870.0,4.0
7967,The Power in Belief,['Ice Nine Kills'],spotify:track:6L1cHkGNpleQDhCtQKLorq,0.343,0.896,8.0,-5.34,1.0,0.123,0.000426,4.43e-05,0.214,0.314,194.871,272107.0,4.0
7968,A Reptile's Dysfunction,['Ice Nine Kills'],spotify:track:4U4lfFNMqzxF7wcuEvc0FH,0.412,0.976,0.0,-3.075,1.0,0.124,0.000219,2.28e-05,0.832,0.321,115.068,197246.0,4.0
7969,The Coffin Is Moving,['Ice Nine Kills'],spotify:track:7rIUsl93yY3jAbecG38QsE,0.29,0.899,8.0,-5.352,1.0,0.0741,0.000342,2.06e-05,0.21,0.325,96.577,272094.0,4.0
7970,Red Sky Warning,['Ice Nine Kills'],spotify:track:6ocn0jdOrJWyUe4x5Nhast,0.417,0.877,5.0,-3.706,1.0,0.0619,0.00698,0.0,0.176,0.295,133.789,283933.0,4.0
7971,Jonathan (Acoustic Version),['Ice Nine Kills'],spotify:track:0greEbCnVxaVqr3tN0DMTa,0.663,0.709,0.0,-8.401,0.0,0.0857,0.0567,0.0,0.365,0.449,124.048,117347.0,4.0
7972,The Greatest Story Ever Told,['Ice Nine Kills'],spotify:track:4m6KDnPHC6QBvG0UBjuEbm,0.397,0.923,1.0,-3.374,1.0,0.161,3.68e-05,4.51e-06,0.123,0.479,172.978,203520.0,4.0
7973,False Profit,['I The Breather'],spotify:track:5s8L4HYsvxAI9iDjk1cDPY,0.362,0.874,1.0,-4.647,1.0,0.231,0.000869,0.0,0.8,0.153,172.03,205840.0,4.0
7974,Forgiven,['I The Breather'],spotify:track:1YQduFVTsrnUndxxVp2cJM,0.401,0.795,4.0,-6.464,1.0,0.0479,0.00474,1.85e-05,0.14,0.429,197.777,246227.0,4.0
7975,Shape:Shifter,['I The Breather'],spotify:track:1iXNTUUrGiaB4JiwPIfjw9,0.571,0.917,11.0,-3.942,0.0,0.2,0.000419,0.0,0.423,0.355,145.165,203893.0,4.0
7976,Life:Reaper,['I The Breather'],spotify:track:388hoUaYvXXYxep2aVwYxx,0.248,0.511,7.0,-6.259,1.0,0.0341,0.000818,1.11e-05,0.114,0.12,99.671,258080.0,4.0
7977,Soul:Seek,['I The Breather'],spotify:track:2rsdJq711n82a0rOZmL7z6,0.437,0.8,10.0,-7.048,0.0,0.233,0.0253,2.09e-06,0.525,0.488,140.475,266347.0,4.0
7978,The Hardest Mistakes (feat. Cassadee Pope),"['I See Stars', 'Cassadee Pope']",spotify:track:0W3LID0uFEnCF1Dt78hXbN,0.612,0.758,1.0,-6.04,1.0,0.0388,0.000942,0.0844,0.0661,0.354,119.998,278240.0,4.0
7979,Crystal Ball,['I See Stars'],spotify:track:5ElTDbYuOSJKlSIxbR7BhH,0.372,0.89,0.0,-5.204,1.0,0.0702,0.00106,1.13e-06,0.141,0.275,124.957,237760.0,4.0
7980,Boris The Animal,['I See Stars'],spotify:track:5Q6WBHObBo7ofrzFZ3BKN3,0.588,0.881,5.0,-5.927,0.0,0.0496,0.00558,0.0687,0.0993,0.192,111.014,226400.0,4.0
7981,We're Not In Kansas Anymore,['I See Stars'],spotify:track:1gQg8kZOLQFEwDCx24xOWU,0.471,0.881,1.0,-3.07,1.0,0.0463,6.22e-05,0.0477,0.236,0.0659,174.91,291813.0,4.0
7982,Murder Mitten,['I See Stars'],spotify:track:7xsfPgbNn4cNSGVaNygXEQ,0.293,0.995,10.0,-1.065,0.0,0.0761,0.000122,0.231,0.3,0.0398,117.44,330253.0,5.0
7983,Violent Bounce [People Like ¥øµ],['I See Stars'],spotify:track:6lHtGRjsKMeLwUMXzRmeJW,0.422,0.924,1.0,-4.981,1.0,0.258,0.000252,4.28e-05,0.279,0.462,173.142,207333.0,4.0
7984,Ten Thousand Feet,['I See Stars'],spotify:track:3wcnWZU7iLFh3H2XD3voPU,0.265,0.856,1.0,-6.426,0.0,0.0689,0.00112,0.000572,0.132,0.321,120.003,341160.0,4.0
7985,Filth Friends Unite,['I See Stars'],spotify:track:3Jk3zfAaQIMIcrwiNFh1Nb,0.485,0.782,11.0,-6.593,1.0,0.048,0.0255,1.59e-06,0.146,0.617,141.906,274773.0,4.0
7986,The Common Hours,['I See Stars'],spotify:track:129R0wSz5QPpmdwhro3JkA,0.452,0.93,8.0,-6.424,0.0,0.142,0.000902,0.0,0.133,0.235,143.886,275640.0,4.0
7987,NZT48,['I See Stars'],spotify:track:4JFw1ctN7Tx69BAl1aRko3,0.342,0.919,8.0,-3.184,0.0,0.0778,0.0119,0.0,0.128,0.424,175.047,215667.0,3.0
7988,Mystery Wall,['I See Stars'],spotify:track:1UP2QT41KUwi2dhcQdT5fE,0.519,0.987,9.0,-4.399,1.0,0.199,0.0017,0.138,0.328,0.149,124.978,172760.0,3.0
7989,Pens and Needles,['Hawthorne Heights'],spotify:track:0VIyOfW2gvwUFDeIu0CNv1,0.54,0.97,2.0,-4.99,1.0,0.112,5.59e-05,0.00856,0.273,0.183,104.971,173867.0,4.0
7990,Saying Sorry,['Hawthorne Heights'],spotify:track:0ZFUn5dFxuN3Um8y6ubX93,0.639,0.398,0.0,-11.875,0.0,0.0336,0.00186,0.844,0.109,0.0783,120.078,183667.0,4.0
7991,This Is Who We Are,['Hawthorne Heights'],spotify:track:2zt39AH0vDaEZojtwUUZLz,0.582,0.964,10.0,-4.124,0.0,0.0951,0.000149,0.07,0.0596,0.271,125.019,165933.0,4.0
7992,Shutters,['Growing'],spotify:track:6N4xTicaMHEO6w5VIeii2B,0.545,0.964,1.0,-5.061,0.0,0.132,0.000109,0.244,0.257,0.0719,127.046,146987.0,4.0
7993,Gray Letter,['Growing'],spotify:track:2zJlImiGaiKRYGwZ4zDgVC,0.191,0.988,1.0,-2.894,0.0,0.336,9.68e-05,0.00067,0.343,0.182,199.659,118387.0,4.0
7994,Paradise / Hell,['Growing'],spotify:track:0ku6lIBYjejLcmtIE6C6Tc,0.397,0.977,2.0,-4.461,1.0,0.131,5.11e-05,0.0381,0.225,0.0903,135.926,230400.0,3.0
7995,Vices,['Growing'],spotify:track:0zwUhbs4IVeqWwknLZ8gJ3,0.347,0.971,11.0,-3.578,0.0,0.202,0.000196,0.519,0.311,0.137,124.776,181667.0,1.0
7996,Temples,['Growing'],spotify:track:041m43UjwcjavqC064096X,0.362,0.992,1.0,-3.094,0.0,0.3,6.73e-05,0.07,0.343,0.11,116.588,183453.0,4.0
7997,Board Up the House,['Genghis Tron'],spotify:track:6yCktdif9OkeNgTtCpuDVj,0.448,0.909,6.0,-6.278,1.0,0.145,9.34e-05,0.482,0.232,0.3,139.98,171293.0,4.0
7998,Roses for the Dead,['Funeral For A Friend'],spotify:track:7rMRs8yRvXzbU7ckpideUB,0.143,0.928,0.0,-3.32,1.0,0.0403,0.000198,0.000561,0.098,0.191,90.918,239547.0,4.0
7999,Home,['Framing Hanley'],spotify:track:6Z4KcICXn9Sn2XCvQCFFoT,0.137,0.965,8.0,-5.44,1.0,0.397,0.0004,0.0806,0.101,0.0728,194.911,212267.0,4.0
8000,Hear Me Now,['Framing Hanley'],spotify:track:3eZkW5bhQMp3KtcBJh4gDr,0.597,0.97,4.0,-6.303,1.0,0.159,0.00279,1.36e-05,0.354,0.352,121.971,150200.0,4.0
8001,Built For Sin,['Framing Hanley'],spotify:track:5TFlu4MqVVJ4GMeURN0Orm,0.269,0.853,7.0,-4.647,0.0,0.0854,0.000249,0.000246,0.118,0.179,141.581,299533.0,4.0
8002,Moths and Rust,['Forevermore'],spotify:track:7nVVmhmkcpGGaPfIZzJqNm,0.461,0.898,11.0,-4.302,1.0,0.0505,1.47e-05,0.563,0.203,0.394,118.479,211147.0,4.0
8003,Wayside,['Favorite Weapon'],spotify:track:0ja1nfN1R3advSLc8X8jEl,0.331,0.845,8.0,-4.876,1.0,0.0551,0.000109,0.000212,0.0758,0.468,153.484,188267.0,3.0
8004,Old Habits Die Hard,['Favorite Weapon'],spotify:track:07Div9aTgWwxhNWbGGJmib,0.129,0.951,4.0,-4.922,1.0,0.117,1.57e-06,0.88,0.0854,0.203,76.343,254120.0,4.0
8005,Let's Shake On It,['Favorite Weapon'],spotify:track:3PYCkwjEC5HqPmej9uFFVB,0.397,0.9,3.0,-5.968,0.0,0.0589,5.9e-05,0.024,0.228,0.204,106.448,287840.0,4.0
8006,Hollow,['Favorite Weapon'],spotify:track:5LUxM2ZtvaxBNwy9PWLqR1,0.367,0.634,5.0,-6.475,1.0,0.027,0.000824,0.0759,0.116,0.0964,89.981,241533.0,4.0
8007,Broken Frames,['Eyes Set To Kill'],spotify:track:4E2ODcgi8tr8ajaDYtXEm9,0.483,0.938,3.0,-3.78,0.0,0.0631,0.00302,0.0,0.159,0.209,140.055,219867.0,4.0
8008,The Appeal & The Mindsweep II,['Enter Shikari'],spotify:track:14WWIB97Mc5xFmKZ97SSBy,0.501,0.965,3.0,-2.755,0.0,0.0693,0.000169,0.0,0.334,0.542,130.034,224773.0,4.0
8009,Torn Apart,['Enter Shikari'],spotify:track:1MjkZtwvP8JfSxLez50VRq,0.4,0.953,1.0,-4.059,0.0,0.129,0.000274,0.000295,0.269,0.175,149.878,261213.0,4.0
8010,Myopia,['Enter Shikari'],spotify:track:5wbSvvHbtP0wPLZxOQqtBG,0.152,0.967,7.0,-2.559,0.0,0.171,0.000292,0.0,0.159,0.277,165.159,223640.0,4.0
8011,Never Let Go Of The Microscope,['Enter Shikari'],spotify:track:0nn0Wewl6MpKBKAvN4C4d5,0.545,0.815,6.0,-3.197,0.0,0.0868,0.135,0.0,0.148,0.758,170.058,218453.0,4.0
8012,The Last Garrison,['Enter Shikari'],spotify:track:6h48oSO69l0ne0nU2uNZOH,0.511,0.997,6.0,-4.786,1.0,0.0867,5.82e-05,1.93e-06,0.458,0.186,114.967,260560.0,4.0
8013,Anaesthetist,['Enter Shikari'],spotify:track:7ImNxixT4bm4LFI1DJdsMQ,0.445,0.94,5.0,-5.618,1.0,0.116,0.000356,0.000131,0.288,0.127,130.081,269893.0,4.0
8014,The One True Colour,['Enter Shikari'],spotify:track:4fSe5xuFdqY5OMB6MGChXd,0.51,0.925,0.0,-5.306,1.0,0.103,0.000342,1.46e-06,0.266,0.236,155.046,202813.0,4.0
8015,The Appeal & The Mindsweep I,['Enter Shikari'],spotify:track:79qyXCIx48BqEm4p9PJUQY,0.317,0.946,11.0,-4.874,0.0,0.104,0.00212,1.11e-06,0.386,0.174,144.509,268360.0,4.0
8016,"OK, time for plan B",['Enter Shikari'],spotify:track:1wbT9WdIYf3vYiXWFu1sGb,0.568,0.912,7.0,-4.239,1.0,0.0481,0.000106,1.21e-05,0.285,0.323,120.025,233360.0,4.0
8017,Sorry You’re Not a Winner,['Enter Shikari'],spotify:track:7IUL8fv5iIdD03mqkrqDBw,0.473,0.973,8.0,-3.862,1.0,0.0646,2.47e-05,7.21e-06,0.415,0.492,140.012,253280.0,4.0
8018,The Paddington Frisk,['Enter Shikari'],spotify:track:7bYVALBNMGCNqoxhEv5ZSL,0.476,0.953,8.0,-3.883,1.0,0.0989,0.000769,0.0,0.144,0.244,124.929,236267.0,4.0
8019,Radiate,['Enter Shikari'],spotify:track:1ZQOcA6qQ96xsJx3csighT,0.438,0.972,8.0,-3.182,1.0,0.149,0.000739,0.0,0.544,0.23,145.048,206640.0,4.0
8020,Rat Race,['Enter Shikari'],spotify:track:1bxMDfoeRljdniu3iOoVcI,0.474,0.964,6.0,-4.557,0.0,0.144,5.86e-05,0.0,0.334,0.358,129.993,201923.0,4.0
8021,Radiate,['Enter Shikari'],spotify:track:7GVqRfBHm10bNQDf9mBQGq,0.444,0.956,1.0,-4.097,1.0,0.111,0.000261,0.0,0.261,0.278,92.623,259297.0,3.0
8022,Juggernauts,['Enter Shikari'],spotify:track:62XbBFWpbQAhlYDhBap0O2,0.469,0.98,9.0,-3.453,0.0,0.147,0.00187,0.138,0.342,0.12,120.029,321867.0,4.0
8023,System...,['Enter Shikari'],spotify:track:0vnxLPwd9poQaa60mi9Gm5,0.515,0.945,9.0,-4.549,1.0,0.184,0.000864,0.0111,0.158,0.16,125.026,266827.0,4.0
8024,...Meltdown,['Enter Shikari'],spotify:track:3StkMD5PZJOVJGwQA35Hl3,0.402,0.99,1.0,-1.589,1.0,0.134,1.58e-05,0.0112,0.314,0.209,129.947,235977.0,4.0
8025,Sssnakepit,['Enter Shikari'],spotify:track:2Iq3WR0JelHT2oNOxoBMwI,0.383,0.971,10.0,-5.038,1.0,0.156,1.15e-05,0.0218,0.128,0.118,145.102,247671.0,4.0
8026,Search Party,['Enter Shikari'],spotify:track:5Kl0pDunGjtALhptMaLQrr,0.255,0.939,2.0,-5.076,1.0,0.2,1.08e-05,7.41e-05,0.408,0.187,139.931,231400.0,4.0
8027,Arguing With Thermometers,['Enter Shikari'],spotify:track:3ttyMVQyzMYKTeqj13vQHQ,0.211,0.968,9.0,-4.487,1.0,0.18,1.57e-05,7.32e-06,0.2,0.177,130.102,217107.0,4.0
8028,Stalemate,['Enter Shikari'],spotify:track:3fmayNuYFknzYHUQhCQQ7V,0.152,0.939,2.0,-4.824,0.0,0.224,1.75e-05,1.81e-05,0.424,0.228,179.904,288533.0,4.0
8029,"Gandhi Mate, Gandhi",['Enter Shikari'],spotify:track:6HvcBOVQwtkZwG2hfpQWn4,0.15,0.96,5.0,-4.648,1.0,0.112,0.00038,1.19e-06,0.142,0.0477,102.656,271853.0,4.0
8030,Warm Smiles Do Not Make You Welcome Here,['Enter Shikari'],spotify:track:4V8KsEh3HKWRpQs2d2Hc6j,0.408,0.92,10.0,-5.696,0.0,0.101,0.000962,4.09e-06,0.207,0.122,102.579,277853.0,4.0
8031,Pack Of Thieves,['Enter Shikari'],spotify:track:6bRCy2tfIs612zn1rK8OSc,0.467,0.732,11.0,-6.061,0.0,0.0665,0.00527,0.0,0.0715,0.35,159.96,288852.0,4.0
8032,"Hello Tyrannosaurus, Meet Tyrannicide",['Enter Shikari'],spotify:track:7EJhK5twu2eF5vNjFVY28w,0.209,0.984,2.0,-2.161,1.0,0.168,3.5e-05,0.764,0.111,0.131,139.968,200120.0,4.0
8033,Sssnakepit (Hamilton Remix),['Enter Shikari'],spotify:track:7Gn58wZiEjGwizlrgr7ZZt,0.443,0.991,1.0,-3.458,1.0,0.281,0.00398,0.000579,0.106,0.0519,155.045,264774.0,4.0
8034,Sssnakepit (Serial Killaz Remix),['Enter Shikari'],spotify:track:72ZlwEIIMTN6VGnwD06xzA,0.276,0.939,8.0,-5.434,1.0,0.18,5.91e-05,0.0123,0.0809,0.231,155.019,230760.0,1.0
8035,Zzzonked,['Enter Shikari'],spotify:track:3f71GTnk3IKd4KDdDtPawW,0.253,0.948,9.0,-3.984,1.0,0.148,7.5e-05,0.000273,0.0946,0.185,177.602,251800.0,4.0
8036,Anything Can Happen In The Next Half Hour/Interlude One,['Enter Shikari'],spotify:track:4M1G6522yy5Iqw5pc45TpE,0.345,0.969,8.0,-2.55,1.0,0.15,2.76e-05,0.352,0.462,0.159,153.781,257872.0,4.0
8037,Johnny Sniper/Intro,['Enter Shikari'],spotify:track:3w4OY3M8niscEtFT4V5q1w,0.173,0.926,2.0,-4.027,1.0,0.132,0.000713,0.043,0.291,0.0703,201.231,235640.0,4.0
8038,Mothership,['Enter Shikari'],spotify:track:6oAmaAqmHxljdIdTGhJiV7,0.432,0.981,7.0,-3.041,1.0,0.148,1.16e-05,0.00239,0.67,0.154,134.906,223275.0,4.0
8039,The weight of love blinds eyes,['Emarosa'],spotify:track:0x4DPuL58ex0ktlsCCNNe4,0.443,0.973,1.0,-2.116,1.0,0.149,4.99e-05,0.37,0.401,0.0808,102.469,343559.0,4.0
8040,Nemesis,['Emmure'],spotify:track:0rYFSfvBVJjqjT0cfxjb8k,0.142,0.968,5.0,-4.497,1.0,0.243,0.000532,0.0,0.412,0.143,180.035,202966.0,5.0
8041,E,['Emmure'],spotify:track:2bfz124kM2s8DwGsZ2Xlcd,0.12,0.973,0.0,-4.315,1.0,0.17,9.03e-05,0.000181,0.382,0.211,75.08,234638.0,4.0
8042,Dry Ice,['Emmure'],spotify:track:5veszsB0bsq1ZVLRkmurCz,0.201,0.909,9.0,-3.708,1.0,0.0555,1.66e-06,0.506,0.204,0.236,102.645,276627.0,4.0
8043,Chicago's Finest,['Emmure'],spotify:track:2GzmhdRkaErvYeEd8polUq,0.141,0.927,9.0,-3.858,1.0,0.0684,1.94e-06,0.0281,0.333,0.33,152.942,252867.0,4.0
8044,Lights Bring Salvation,['Emmure'],spotify:track:3YoIyrUPw8QAp9CxeRkE0m,0.462,0.972,7.0,-2.642,0.0,0.138,0.00285,0.0,0.666,0.449,128.092,213576.0,4.0
8045,A Voice From Below,['Emmure'],spotify:track:20Fr6DAJjeNCXlctbfy5V3,0.53,0.975,10.0,-2.448,0.0,0.118,0.000984,0.00021,0.304,0.405,97.525,229936.0,4.0
8046,Solar Flare Homicide,['Emmure'],spotify:track:2WmsTe2ceWhCFJI376D2QF,0.467,0.973,5.0,-3.01,0.0,0.136,0.00106,0.0,0.358,0.699,160.066,212732.0,4.0
8047,Demons With Ryu,['Emmure'],spotify:track:6N510NSPG0CfhMd7g6hJDB,0.534,0.969,1.0,-2.373,1.0,0.0752,0.000468,0.0,0.112,0.241,104.991,240029.0,4.0
8048,Dogs Get Put Down,['Emmure'],spotify:track:1Ib60yEuJkbwVaaQT86pYY,0.303,0.982,1.0,-2.115,1.0,0.182,0.000263,0.0,0.326,0.326,107.557,227312.0,4.0
8049,I Thought You Met Telly and Turned Me Into Casper,['Emmure'],spotify:track:39hQGTLSBHfZUXcV71dHLF,0.514,0.918,1.0,-6.51,0.0,0.103,2.44e-05,0.0,0.402,0.27,125.033,222720.0,4.0
8050,Saints,['Destroy The Runner'],spotify:track:1YtHb3yDgwwZDMczpYr20n,0.505,0.986,1.0,-4.076,0.0,0.196,2.19e-05,0.000312,0.199,0.0754,128.022,161413.0,4.0
8051,Crumbs For The Murder,['Destroy The Runner'],spotify:track:10ibre8aP15qdSCopmoZsU,0.51,0.916,1.0,-4.231,1.0,0.0644,5.19e-05,0.0,0.469,0.559,102.441,200773.0,4.0
8052,"If You Think This Song Is About You, It Probably Is",['Destroy Rebuild Until God Shows'],spotify:track:4sj6Hk441YK66GxLM6M5Iz,0.479,0.975,0.0,-2.633,1.0,0.0911,0.00244,0.0,0.317,0.246,128.084,241733.0,4.0
8053,Change (In the House of Flies),['Deftones'],spotify:track:51c94ac31swyDQj9B3Lzs3,0.489,0.973,4.0,-4.979,0.0,0.0499,0.000387,3.68e-05,0.107,0.317,125.036,198240.0,4.0
8054,You've Seen the Butcher,['Deftones'],spotify:track:24NEu0BOrw0PXRraxOIDdS,0.467,0.92,11.0,-4.095,0.0,0.0811,0.000663,0.0,0.371,0.188,95.008,194853.0,4.0
8055,Diamond Eyes,['Deftones'],spotify:track:0a2LdAUPy8Qjk4xPX8zJnp,0.385,0.937,11.0,-3.802,1.0,0.112,0.00247,0.0,0.3,0.231,170.046,220240.0,4.0
8056,Rocket Skates,['Deftones'],spotify:track:6Q7POvDeFGVFDYPmz7huYP,0.67,0.885,9.0,-5.561,0.0,0.0817,0.0397,0.0,0.483,0.56,125.003,164640.0,3.0
8057,Beauty School,['Deftones'],spotify:track:018rcqXpBQOXXVf0goJGRi,0.504,0.95,1.0,-3.814,0.0,0.0899,0.000342,1.31e-06,0.0995,0.12,120.014,203000.0,4.0
8058,Sextape,['Deftones'],spotify:track:34ABSJ4Wh48zJg5tq8cLPK,0.523,0.924,7.0,-4.03,1.0,0.112,0.00113,0.0,0.125,0.306,134.984,234493.0,4.0
8059,paper thin,['Dangerkids'],spotify:track:2XVFMpoCeNeS6xzJgSNJSP,0.538,0.752,2.0,-6.388,1.0,0.0697,5.12e-05,0.0144,0.342,0.346,125.008,107733.0,4.0
8060,hostage,['Dangerkids'],spotify:track:6fKFMbO7KKbB4gydQo6snp,0.386,0.953,11.0,-4.406,0.0,0.128,0.00154,0.0,0.144,0.109,164.979,213093.0,4.0
8061,countdown,['Dangerkids'],spotify:track:6xHPbGN8sdRhpKTFqBv35f,0.369,0.899,11.0,-5.639,0.0,0.0594,0.119,9.24e-05,0.369,0.239,131.267,337933.0,4.0
8062,Elder Goose,['Dance Gavin Dance'],spotify:track:16NYUGnNu5HaoHTJsNge7b,0.37,0.982,8.0,-3.016,1.0,0.199,0.0084,1.55e-06,0.1,0.139,170.043,245640.0,4.0
8063,Uneasy Hearts Weigh The Most,['Dance Gavin Dance'],spotify:track:5oC0AAgJ7RoWOT3HznLMe1,0.248,0.963,1.0,-4.146,0.0,0.187,0.00349,0.000301,0.277,0.151,140.059,202907.0,4.0
8064,Bloodline,['Crown The Empire'],spotify:track:2317rZ26yJEGABMMw8vmTA,0.233,0.943,2.0,-3.443,0.0,0.171,0.00878,0.0,0.359,0.0501,149.992,213640.0,4.0
8065,Machines,['Crown The Empire'],spotify:track:1EQcTEDuJ0tJ0Zi4OKQx9c,0.236,0.892,2.0,-4.106,0.0,0.188,0.0305,0.0,0.278,0.0685,184.981,279227.0,4.0
8066,Graveyard Souls,['Crown The Empire'],spotify:track:1YsEqDg88JPweL7IlRyQTM,0.213,0.957,3.0,-2.967,1.0,0.235,0.00156,0.0,0.394,0.157,196.118,242080.0,3.0
8067,Menace,['Crown The Empire'],spotify:track:4vfOvPT6Z2QdBBKLwMswyP,0.385,0.95,8.0,-4.648,1.0,0.0967,0.000221,0.000295,0.128,0.213,153.889,217827.0,4.0
8068,The One You Feed,['Crown The Empire'],spotify:track:19RifMHVxelfRu52Fwh3xC,0.365,0.771,6.0,-6.118,1.0,0.0437,0.00367,0.76,0.112,0.106,121.258,330987.0,4.0
8069,Memories Of A Broken Heart,['Crown The Empire'],spotify:track:4vpx7k6ZJ1KfPuqK9Vo9bR,0.427,0.958,10.0,-4.66,0.0,0.0574,0.000824,1.11e-05,0.293,0.378,100.451,236573.0,4.0
